"event","trial","time","trialtype","subject_id","task","startTime","totalTime","numBlurs","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","161","286600","0.0-5.0-3.51","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$44<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$37<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$37","$44","1","37","44",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","162","287111","0.0-5.0-1.52","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","163","293499","0.0-5.0-2.52","","6386","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$37<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$20","$37","1","20","37","SURE"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","164","293757","0.0-5.0-3.52","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$37<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$20<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$20","$37","1","20","37",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","165","294272","0.0-5.0-1.53","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","166","296474","0.0-5.0-2.53","","2201","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$18<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$36<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$18","$36","0","18","36","SURE"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","167","296727","0.0-5.0-3.53","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$18<br>for<br>sure</font></div></div><div class='cr'><div class='vertical-center'>$36<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$18","$36","0","18","36",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","168","297242","0.0-5.0-1.54","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","169","309745","0.0-5.0-2.54","","12503","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$10<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$10","$40","1","10","40","RISKY"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","170","310000","0.0-5.0-3.54","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$40<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$10<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$10","$40","1","10","40",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","171","310516","0.0-5.0-1.55","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","172","314203","0.0-5.0-2.55","","3686","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$21<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$2","$21","0","2","21","RISKY"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","173","314466","0.0-5.0-3.55","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$2<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$21<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$2","$21","0","2","21",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","174","314978","0.0-5.0-1.56","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","175","317953","0.0-5.0-2.56","","2975","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$1","$30","1","1","30","RISKY"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","176","318214","0.0-5.0-3.56","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$30<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$1<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$1","$30","1","1","30",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","177","318725","0.0-5.0-1.57","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","178","320283","0.0-5.0-2.57","","1556","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$5<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$5","$50","1","5","50","SURE"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","179","320550","0.0-5.0-3.57","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$5<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$5","$50","1","5","50",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","180","321063","0.0-5.0-1.58","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","181","322226","0.0-5.0-2.58","","1163","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$42<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$73<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$42","$73","0","42","73","RISKY"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","182","322487","0.0-5.0-3.58","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$42<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$73<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$42","$73","0","42","73",""
"","","","FIX","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","183","322988","0.0-5.0-1.59","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","184","327977","0.0-5.0-2.59","","4989","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$15<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15","$31","1","15","31","SURE"
"","","","offerFB","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","html-keyboard-response","185","328243","0.0-5.0-3.59","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$15<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15","$31","1","15","31",""
"fullscreenexit","186","328467","fullscreenexit","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","","","","","","","","","","","","","","",""
"","","","","636598a7a571403968d03bf2","bdp_rd","Wed Mar 29 2023 18:44:13 GMT-0400 (Eastern Daylight Time)","329254","","fullscreen","186","329254","0.0-6.0","","","true","","","","","","","",""
"","","","","","","","","","html-keyboard-response","187","329764","0.0-7.0","","null","","","null","","","","","",""
