"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","sureOffer","riskyOffer","riskyLeft","sureAmt","riskyAmt","chosen"
"html-keyboard-response","168","226325","0.0-5.0-3.54","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$32<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$9<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$9","$32","1","9","32",""
"html-keyboard-response","169","226829","0.0-5.0-1.55","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","170","227541","0.0-5.0-2.55","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","711","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$17<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'>$43<br>with a<br>50% chance</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$17","$43","0","17","43","RISKY"
"html-keyboard-response","171","227798","0.0-5.0-3.55","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$17<br>for<br>sure</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$43<br>with a<br>50% chance</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$17","$43","0","17","43",""
"html-keyboard-response","172","228301","0.0-5.0-1.56","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","173","228921","0.0-5.0-2.56","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","619","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$17<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$3","$17","1","3","17","RISKY"
"html-keyboard-response","174","229173","0.0-5.0-3.56","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$17<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$3<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$3","$17","1","3","17",""
"html-keyboard-response","175","229678","0.0-5.0-1.57","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","176","230410","0.0-5.0-2.57","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","732","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$59<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$22<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$22","$59","1","22","59","RISKY"
"html-keyboard-response","177","230661","0.0-5.0-3.57","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$59<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$22<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$22","$59","1","22","59",""
"html-keyboard-response","178","231166","0.0-5.0-1.58","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","179","232262","0.0-5.0-2.58","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","1095","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$78<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$31<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$31","$78","1","31","78","RISKY"
"html-keyboard-response","180","232517","0.0-5.0-3.58","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$78<br>with a<br>50% chance</font></div></div><div class='cr'><div class='vertical-center'>$31<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$31","$78","1","31","78",""
"html-keyboard-response","181","233022","0.0-5.0-1.59","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","",""
"html-keyboard-response","182","234314","0.0-5.0-2.59","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","1292","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'>$10<br>for<br>sure</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$10","$19","1","10","19","SURE"
"html-keyboard-response","183","234566","0.0-5.0-3.59","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","offer","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br>with a<br>50% chance</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$10<br>for<br>sure</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$10","$19","1","10","19",""
"","","","","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","fullscreenexit","184","234583","fullscreenexit","","","","","","","","","","",""
"fullscreen","184","235574","0.0-6.0","sconelab2","bdp_rd","Mon Feb 20 2023 13:23:37 GMT-0500 (Eastern Standard Time)","235575","","","","","","","true","","","","","","","",""
"html-keyboard-response","185","236077","0.0-7.0","","","","","","","","","","null","","","null","","","","","",""
