"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","numBlurs","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","341","320598","0.0-5.0-2.167","","","","","","","58","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":54},{""stimulus"":""img/green_ww/2.jpg"",""time"":116},{""stimulus"":""img/green_ww/3.jpg"",""time"":177},{""stimulus"":""img/green_ww/4.jpg"",""time"":238},{""stimulus"":""img/green_ww/5.jpg"",""time"":300},{""stimulus"":""img/green_ww/6.jpg"",""time"":362},{""stimulus"":""img/green_ww/7.jpg"",""time"":423},{""stimulus"":""img/green_ww/8.jpg"",""time"":484},{""stimulus"":""img/green_ww/9.jpg"",""time"":545},{""stimulus"":""img/green_ww/10.jpg"",""time"":607},{""stimulus"":""img/green_ww/11.jpg"",""time"":668}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","342","321088","0.0-5.0-1.168","","490","","img/green_ww/choose11.jpg","1","","57","green","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","343","321829","0.0-5.0-2.168","","","","","","","57","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":65},{""stimulus"":""img/green_lw/2.jpg"",""time"":126},{""stimulus"":""img/green_lw/3.jpg"",""time"":187},{""stimulus"":""img/green_lw/4.jpg"",""time"":249},{""stimulus"":""img/green_lw/5.jpg"",""time"":311},{""stimulus"":""img/green_lw/6.jpg"",""time"":372},{""stimulus"":""img/green_lw/7.jpg"",""time"":433},{""stimulus"":""img/green_lw/8.jpg"",""time"":495},{""stimulus"":""img/green_lw/9.jpg"",""time"":556},{""stimulus"":""img/green_lw/10.jpg"",""time"":617},{""stimulus"":""img/green_lw/11.jpg"",""time"":679}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","344","322261","0.0-5.0-1.169","","432","","img/green_lw/choose11.jpg","2","","56","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","345","323000","0.0-5.0-2.169","","","","","","","56","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":61},{""stimulus"":""img/red_ll/2.jpg"",""time"":124},{""stimulus"":""img/red_ll/3.jpg"",""time"":185},{""stimulus"":""img/red_ll/4.jpg"",""time"":246},{""stimulus"":""img/red_ll/5.jpg"",""time"":308},{""stimulus"":""img/red_ll/6.jpg"",""time"":370},{""stimulus"":""img/red_ll/7.jpg"",""time"":431},{""stimulus"":""img/red_ll/8.jpg"",""time"":493},{""stimulus"":""img/red_ll/9.jpg"",""time"":553},{""stimulus"":""img/red_ll/10.jpg"",""time"":615},{""stimulus"":""img/red_ll/11.jpg"",""time"":676}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","346","323218","0.0-5.0-1.170","","218","","img/red_ll/choose11.jpg","2","","55","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","347","323955","0.0-5.0-2.170","","","","","","","55","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":61},{""stimulus"":""img/red_lw/2.jpg"",""time"":122},{""stimulus"":""img/red_lw/3.jpg"",""time"":184},{""stimulus"":""img/red_lw/4.jpg"",""time"":246},{""stimulus"":""img/red_lw/5.jpg"",""time"":307},{""stimulus"":""img/red_lw/6.jpg"",""time"":367},{""stimulus"":""img/red_lw/7.jpg"",""time"":430},{""stimulus"":""img/red_lw/8.jpg"",""time"":492},{""stimulus"":""img/red_lw/9.jpg"",""time"":553},{""stimulus"":""img/red_lw/10.jpg"",""time"":614},{""stimulus"":""img/red_lw/11.jpg"",""time"":675}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","348","324276","0.0-5.0-1.171","","321","","img/red_lw/choose11.jpg","2","","54","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","349","325017","0.0-5.0-2.171","","","","","","","54","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":63},{""stimulus"":""img/red_ll/2.jpg"",""time"":125},{""stimulus"":""img/red_ll/3.jpg"",""time"":186},{""stimulus"":""img/red_ll/4.jpg"",""time"":248},{""stimulus"":""img/red_ll/5.jpg"",""time"":309},{""stimulus"":""img/red_ll/6.jpg"",""time"":371},{""stimulus"":""img/red_ll/7.jpg"",""time"":433},{""stimulus"":""img/red_ll/8.jpg"",""time"":494},{""stimulus"":""img/red_ll/9.jpg"",""time"":556},{""stimulus"":""img/red_ll/10.jpg"",""time"":617},{""stimulus"":""img/red_ll/11.jpg"",""time"":679}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","350","325329","0.0-5.0-1.172","","312","","img/red_ll/choose11.jpg","2","","53","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","351","326061","0.0-5.0-2.172","","","","","","","53","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":58},{""stimulus"":""img/red_ll/2.jpg"",""time"":118},{""stimulus"":""img/red_ll/3.jpg"",""time"":180},{""stimulus"":""img/red_ll/4.jpg"",""time"":241},{""stimulus"":""img/red_ll/5.jpg"",""time"":303},{""stimulus"":""img/red_ll/6.jpg"",""time"":365},{""stimulus"":""img/red_ll/7.jpg"",""time"":426},{""stimulus"":""img/red_ll/8.jpg"",""time"":487},{""stimulus"":""img/red_ll/9.jpg"",""time"":548},{""stimulus"":""img/red_ll/10.jpg"",""time"":610},{""stimulus"":""img/red_ll/11.jpg"",""time"":671}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","352","326267","0.0-5.0-1.173","","206","","img/red_ll/choose11.jpg","2","","52","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","353","326998","0.0-5.0-2.173","","","","","","","52","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":55},{""stimulus"":""img/red_ll/2.jpg"",""time"":116},{""stimulus"":""img/red_ll/3.jpg"",""time"":178},{""stimulus"":""img/red_ll/4.jpg"",""time"":240},{""stimulus"":""img/red_ll/5.jpg"",""time"":301},{""stimulus"":""img/red_ll/6.jpg"",""time"":362},{""stimulus"":""img/red_ll/7.jpg"",""time"":423},{""stimulus"":""img/red_ll/8.jpg"",""time"":485},{""stimulus"":""img/red_ll/9.jpg"",""time"":547},{""stimulus"":""img/red_ll/10.jpg"",""time"":608},{""stimulus"":""img/red_ll/11.jpg"",""time"":670}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","354","327119","0.0-5.0-1.174","","121","","img/red_ll/choose11.jpg","2","","51","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","355","327857","0.0-5.0-2.174","","","","","","","51","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":62},{""stimulus"":""img/red_lw/2.jpg"",""time"":125},{""stimulus"":""img/red_lw/3.jpg"",""time"":186},{""stimulus"":""img/red_lw/4.jpg"",""time"":247},{""stimulus"":""img/red_lw/5.jpg"",""time"":308},{""stimulus"":""img/red_lw/6.jpg"",""time"":370},{""stimulus"":""img/red_lw/7.jpg"",""time"":432},{""stimulus"":""img/red_lw/8.jpg"",""time"":494},{""stimulus"":""img/red_lw/9.jpg"",""time"":554},{""stimulus"":""img/red_lw/10.jpg"",""time"":616},{""stimulus"":""img/red_lw/11.jpg"",""time"":677}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","356","328036","0.0-5.0-1.175","","179","","img/red_lw/choose11.jpg","2","","50","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","357","328762","0.0-5.0-2.175","","","","","","","50","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":113},{""stimulus"":""img/red_ll/3.jpg"",""time"":175},{""stimulus"":""img/red_ll/4.jpg"",""time"":237},{""stimulus"":""img/red_ll/5.jpg"",""time"":298},{""stimulus"":""img/red_ll/6.jpg"",""time"":359},{""stimulus"":""img/red_ll/7.jpg"",""time"":420},{""stimulus"":""img/red_ll/8.jpg"",""time"":481},{""stimulus"":""img/red_ll/9.jpg"",""time"":542},{""stimulus"":""img/red_ll/10.jpg"",""time"":604},{""stimulus"":""img/red_ll/11.jpg"",""time"":665}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","358","329009","0.0-5.0-1.176","","247","","img/red_ll/choose11.jpg","2","","49","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","359","329748","0.0-5.0-2.176","","","","","","","49","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":62},{""stimulus"":""img/red_ll/2.jpg"",""time"":124},{""stimulus"":""img/red_ll/3.jpg"",""time"":185},{""stimulus"":""img/red_ll/4.jpg"",""time"":246},{""stimulus"":""img/red_ll/5.jpg"",""time"":307},{""stimulus"":""img/red_ll/6.jpg"",""time"":369},{""stimulus"":""img/red_ll/7.jpg"",""time"":431},{""stimulus"":""img/red_ll/8.jpg"",""time"":492},{""stimulus"":""img/red_ll/9.jpg"",""time"":554},{""stimulus"":""img/red_ll/10.jpg"",""time"":615},{""stimulus"":""img/red_ll/11.jpg"",""time"":677}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","360","330051","0.0-5.0-1.177","","303","","img/red_ll/choose11.jpg","2","","48","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","361","330778","0.0-5.0-2.177","","","","","","","48","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":50},{""stimulus"":""img/red_ll/2.jpg"",""time"":112},{""stimulus"":""img/red_ll/3.jpg"",""time"":173},{""stimulus"":""img/red_ll/4.jpg"",""time"":235},{""stimulus"":""img/red_ll/5.jpg"",""time"":296},{""stimulus"":""img/red_ll/6.jpg"",""time"":358},{""stimulus"":""img/red_ll/7.jpg"",""time"":420},{""stimulus"":""img/red_ll/8.jpg"",""time"":482},{""stimulus"":""img/red_ll/9.jpg"",""time"":543},{""stimulus"":""img/red_ll/10.jpg"",""time"":605},{""stimulus"":""img/red_ll/11.jpg"",""time"":666}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","362","330992","0.0-5.0-1.178","","213","","img/red_ll/choose11.jpg","2","","47","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","363","331730","0.0-5.0-2.178","","","","","","","47","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":64},{""stimulus"":""img/red_lw/2.jpg"",""time"":125},{""stimulus"":""img/red_lw/3.jpg"",""time"":186},{""stimulus"":""img/red_lw/4.jpg"",""time"":247},{""stimulus"":""img/red_lw/5.jpg"",""time"":309},{""stimulus"":""img/red_lw/6.jpg"",""time"":370},{""stimulus"":""img/red_lw/7.jpg"",""time"":432},{""stimulus"":""img/red_lw/8.jpg"",""time"":493},{""stimulus"":""img/red_lw/9.jpg"",""time"":554},{""stimulus"":""img/red_lw/10.jpg"",""time"":615},{""stimulus"":""img/red_lw/11.jpg"",""time"":676}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","364","332574","0.0-5.0-1.179","","844","","img/red_lw/choose11.jpg","1","","46","green","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","365","333311","0.0-5.0-2.179","","","","","","","46","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":63},{""stimulus"":""img/green_lw/2.jpg"",""time"":124},{""stimulus"":""img/green_lw/3.jpg"",""time"":185},{""stimulus"":""img/green_lw/4.jpg"",""time"":246},{""stimulus"":""img/green_lw/5.jpg"",""time"":307},{""stimulus"":""img/green_lw/6.jpg"",""time"":369},{""stimulus"":""img/green_lw/7.jpg"",""time"":431},{""stimulus"":""img/green_lw/8.jpg"",""time"":491},{""stimulus"":""img/green_lw/9.jpg"",""time"":552},{""stimulus"":""img/green_lw/10.jpg"",""time"":615},{""stimulus"":""img/green_lw/11.jpg"",""time"":675}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","366","333470","0.0-5.0-1.180","","158","","img/green_lw/choose11.jpg","1","","45","green","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","367","334202","0.0-5.0-2.180","","","","","","","45","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":55},{""stimulus"":""img/green_ww/2.jpg"",""time"":117},{""stimulus"":""img/green_ww/3.jpg"",""time"":179},{""stimulus"":""img/green_ww/4.jpg"",""time"":240},{""stimulus"":""img/green_ww/5.jpg"",""time"":302},{""stimulus"":""img/green_ww/6.jpg"",""time"":363},{""stimulus"":""img/green_ww/7.jpg"",""time"":424},{""stimulus"":""img/green_ww/8.jpg"",""time"":486},{""stimulus"":""img/green_ww/9.jpg"",""time"":548},{""stimulus"":""img/green_ww/10.jpg"",""time"":609},{""stimulus"":""img/green_ww/11.jpg"",""time"":671}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","368","334499","0.0-5.0-1.181","","297","","img/green_ww/choose11.jpg","2","","44","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","369","335230","0.0-5.0-2.181","","","","","","","44","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":57},{""stimulus"":""img/red_ww/2.jpg"",""time"":118},{""stimulus"":""img/red_ww/3.jpg"",""time"":179},{""stimulus"":""img/red_ww/4.jpg"",""time"":241},{""stimulus"":""img/red_ww/5.jpg"",""time"":301},{""stimulus"":""img/red_ww/6.jpg"",""time"":363},{""stimulus"":""img/red_ww/7.jpg"",""time"":424},{""stimulus"":""img/red_ww/8.jpg"",""time"":485},{""stimulus"":""img/red_ww/9.jpg"",""time"":546},{""stimulus"":""img/red_ww/10.jpg"",""time"":608},{""stimulus"":""img/red_ww/11.jpg"",""time"":669}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","370","335436","0.0-5.0-1.182","","206","","img/red_ww/choose11.jpg","2","","43","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","371","336168","0.0-5.0-2.182","","","","","","","43","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":56},{""stimulus"":""img/red_ww/2.jpg"",""time"":117},{""stimulus"":""img/red_ww/3.jpg"",""time"":178},{""stimulus"":""img/red_ww/4.jpg"",""time"":240},{""stimulus"":""img/red_ww/5.jpg"",""time"":302},{""stimulus"":""img/red_ww/6.jpg"",""time"":363},{""stimulus"":""img/red_ww/7.jpg"",""time"":425},{""stimulus"":""img/red_ww/8.jpg"",""time"":486},{""stimulus"":""img/red_ww/9.jpg"",""time"":547},{""stimulus"":""img/red_ww/10.jpg"",""time"":608},{""stimulus"":""img/red_ww/11.jpg"",""time"":670}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","372","336444","0.0-5.0-1.183","","275","","img/red_ww/choose11.jpg","2","","42","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","373","337181","0.0-5.0-2.183","","","","","","","42","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":62},{""stimulus"":""img/red_ww/2.jpg"",""time"":123},{""stimulus"":""img/red_ww/3.jpg"",""time"":184},{""stimulus"":""img/red_ww/4.jpg"",""time"":247},{""stimulus"":""img/red_ww/5.jpg"",""time"":309},{""stimulus"":""img/red_ww/6.jpg"",""time"":369},{""stimulus"":""img/red_ww/7.jpg"",""time"":431},{""stimulus"":""img/red_ww/8.jpg"",""time"":492},{""stimulus"":""img/red_ww/9.jpg"",""time"":553},{""stimulus"":""img/red_ww/10.jpg"",""time"":615},{""stimulus"":""img/red_ww/11.jpg"",""time"":676}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","374","337483","0.0-5.0-1.184","","302","","img/red_ww/choose11.jpg","2","","41","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","375","338210","0.0-5.0-2.184","","","","","","","41","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":52},{""stimulus"":""img/red_ww/2.jpg"",""time"":114},{""stimulus"":""img/red_ww/3.jpg"",""time"":176},{""stimulus"":""img/red_ww/4.jpg"",""time"":236},{""stimulus"":""img/red_ww/5.jpg"",""time"":297},{""stimulus"":""img/red_ww/6.jpg"",""time"":359},{""stimulus"":""img/red_ww/7.jpg"",""time"":420},{""stimulus"":""img/red_ww/8.jpg"",""time"":481},{""stimulus"":""img/red_ww/9.jpg"",""time"":543},{""stimulus"":""img/red_ww/10.jpg"",""time"":604},{""stimulus"":""img/red_ww/11.jpg"",""time"":666}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","376","338494","0.0-5.0-1.185","","284","","img/red_ww/choose11.jpg","2","","40","red","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","377","339225","0.0-5.0-2.185","","","","","","","40","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":56},{""stimulus"":""img/red_ww/2.jpg"",""time"":118},{""stimulus"":""img/red_ww/3.jpg"",""time"":179},{""stimulus"":""img/red_ww/4.jpg"",""time"":240},{""stimulus"":""img/red_ww/5.jpg"",""time"":302},{""stimulus"":""img/red_ww/6.jpg"",""time"":362},{""stimulus"":""img/red_ww/7.jpg"",""time"":424},{""stimulus"":""img/red_ww/8.jpg"",""time"":485},{""stimulus"":""img/red_ww/9.jpg"",""time"":547},{""stimulus"":""img/red_ww/10.jpg"",""time"":609},{""stimulus"":""img/red_ww/11.jpg"",""time"":669}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","378","339516","0.0-5.0-1.186","","291","","img/red_ww/choose11.jpg","2","","39","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","379","340255","0.0-5.0-2.186","","","","","","","39","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":61},{""stimulus"":""img/red_wl/2.jpg"",""time"":124},{""stimulus"":""img/red_wl/3.jpg"",""time"":185},{""stimulus"":""img/red_wl/4.jpg"",""time"":247},{""stimulus"":""img/red_wl/5.jpg"",""time"":307},{""stimulus"":""img/red_wl/6.jpg"",""time"":369},{""stimulus"":""img/red_wl/7.jpg"",""time"":431},{""stimulus"":""img/red_wl/8.jpg"",""time"":492},{""stimulus"":""img/red_wl/9.jpg"",""time"":553},{""stimulus"":""img/red_wl/10.jpg"",""time"":615},{""stimulus"":""img/red_wl/11.jpg"",""time"":676}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","380","340726","0.0-5.0-1.187","","471","","img/red_wl/choose11.jpg","1","","38","green","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","381","341454","0.0-5.0-2.187","","","","","","","38","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":53},{""stimulus"":""img/green_wl/2.jpg"",""time"":114},{""stimulus"":""img/green_wl/3.jpg"",""time"":176},{""stimulus"":""img/green_wl/4.jpg"",""time"":237},{""stimulus"":""img/green_wl/5.jpg"",""time"":299},{""stimulus"":""img/green_wl/6.jpg"",""time"":361},{""stimulus"":""img/green_wl/7.jpg"",""time"":421},{""stimulus"":""img/green_wl/8.jpg"",""time"":483},{""stimulus"":""img/green_wl/9.jpg"",""time"":545},{""stimulus"":""img/green_wl/10.jpg"",""time"":606},{""stimulus"":""img/green_wl/11.jpg"",""time"":668}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","382","341654","0.0-5.0-1.188","","199","","img/green_wl/choose11.jpg","2","","37","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","383","342394","0.0-5.0-2.188","","","","","","","37","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":63},{""stimulus"":""img/red_wl/2.jpg"",""time"":124},{""stimulus"":""img/red_wl/3.jpg"",""time"":186},{""stimulus"":""img/red_wl/4.jpg"",""time"":248},{""stimulus"":""img/red_wl/5.jpg"",""time"":310},{""stimulus"":""img/red_wl/6.jpg"",""time"":372},{""stimulus"":""img/red_wl/7.jpg"",""time"":433},{""stimulus"":""img/red_wl/8.jpg"",""time"":494},{""stimulus"":""img/red_wl/9.jpg"",""time"":556},{""stimulus"":""img/red_wl/10.jpg"",""time"":617},{""stimulus"":""img/red_wl/11.jpg"",""time"":679}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","384","342674","0.0-5.0-1.189","","280","","img/red_wl/choose11.jpg","2","","36","red","0.5","0.5","0.5","l","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","385","343408","0.0-5.0-2.189","","","","","","","36","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":58},{""stimulus"":""img/red_wl/2.jpg"",""time"":120},{""stimulus"":""img/red_wl/3.jpg"",""time"":182},{""stimulus"":""img/red_wl/4.jpg"",""time"":243},{""stimulus"":""img/red_wl/5.jpg"",""time"":304},{""stimulus"":""img/red_wl/6.jpg"",""time"":365},{""stimulus"":""img/red_wl/7.jpg"",""time"":427},{""stimulus"":""img/red_wl/8.jpg"",""time"":488},{""stimulus"":""img/red_wl/9.jpg"",""time"":550},{""stimulus"":""img/red_wl/10.jpg"",""time"":611},{""stimulus"":""img/red_wl/11.jpg"",""time"":672}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","386","343773","0.0-5.0-1.190","","365","","img/red_wl/choose11.jpg","1","","35","green","0.5","0.5","0.5","w","",""
"","","","","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","animation","387","344500","0.0-5.0-2.190","","","","","","","35","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":51},{""stimulus"":""img/green_wl/2.jpg"",""time"":113},{""stimulus"":""img/green_wl/3.jpg"",""time"":173},{""stimulus"":""img/green_wl/4.jpg"",""time"":235},{""stimulus"":""img/green_wl/5.jpg"",""time"":297},{""stimulus"":""img/green_wl/6.jpg"",""time"":357},{""stimulus"":""img/green_wl/7.jpg"",""time"":419},{""stimulus"":""img/green_wl/8.jpg"",""time"":481},{""stimulus"":""img/green_wl/9.jpg"",""time"":542},{""stimulus"":""img/green_wl/10.jpg"",""time"":603},{""stimulus"":""img/green_wl/11.jpg"",""time"":665}]","[]"
"","","","choice","6156a0460b95fa57be8312c4","bdp_lott","Wed Mar 29 2023 00:49:05 GMT-0700 (Pacific Daylight Time)","378684","red","green","image-keyboard-response","388","344841","0.0-5.0-1.191","","341","","img/green_wl/choose11.jpg","1","","34","green","0.5","0.5","0.5","l","",""
