"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","numBlurs","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"image-keyboard-response","372","241333","0.0-5.0-1.183","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","253","","","","choice","","img/green_lw/choose11.jpg","1","","42","green","0.5","0.5","0.5","l","",""
"animation","373","241947","0.0-5.0-2.183","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","42","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":52},{""stimulus"":""img/green_lw/2.jpg"",""time"":103},{""stimulus"":""img/green_lw/3.jpg"",""time"":153},{""stimulus"":""img/green_lw/4.jpg"",""time"":206},{""stimulus"":""img/green_lw/5.jpg"",""time"":257},{""stimulus"":""img/green_lw/6.jpg"",""time"":307},{""stimulus"":""img/green_lw/7.jpg"",""time"":358},{""stimulus"":""img/green_lw/8.jpg"",""time"":408},{""stimulus"":""img/green_lw/9.jpg"",""time"":459},{""stimulus"":""img/green_lw/10.jpg"",""time"":510},{""stimulus"":""img/green_lw/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","374","242147","0.0-5.0-1.184","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","199","","","","choice","","img/green_lw/choose11.jpg","1","","41","green","0.5","0.5","0.5","w","",""
"animation","375","242757","0.0-5.0-2.184","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","41","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":52},{""stimulus"":""img/green_ww/2.jpg"",""time"":103},{""stimulus"":""img/green_ww/3.jpg"",""time"":153},{""stimulus"":""img/green_ww/4.jpg"",""time"":205},{""stimulus"":""img/green_ww/5.jpg"",""time"":255},{""stimulus"":""img/green_ww/6.jpg"",""time"":307},{""stimulus"":""img/green_ww/7.jpg"",""time"":358},{""stimulus"":""img/green_ww/8.jpg"",""time"":409},{""stimulus"":""img/green_ww/9.jpg"",""time"":460},{""stimulus"":""img/green_ww/10.jpg"",""time"":511},{""stimulus"":""img/green_ww/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","376","243077","0.0-5.0-1.185","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","319","","","","choice","","img/green_ww/choose11.jpg","1","","40","green","0.5","0.5","0.5","w","",""
"animation","377","243688","0.0-5.0-2.185","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","40","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":53},{""stimulus"":""img/green_ww/2.jpg"",""time"":103},{""stimulus"":""img/green_ww/3.jpg"",""time"":154},{""stimulus"":""img/green_ww/4.jpg"",""time"":206},{""stimulus"":""img/green_ww/5.jpg"",""time"":255},{""stimulus"":""img/green_ww/6.jpg"",""time"":306},{""stimulus"":""img/green_ww/7.jpg"",""time"":356},{""stimulus"":""img/green_ww/8.jpg"",""time"":407},{""stimulus"":""img/green_ww/9.jpg"",""time"":457},{""stimulus"":""img/green_ww/10.jpg"",""time"":508},{""stimulus"":""img/green_ww/11.jpg"",""time"":559}]","[]"
"image-keyboard-response","378","243985","0.0-5.0-1.186","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","296","","","","choice","","img/green_ww/choose11.jpg","1","","39","green","0.5","0.5","0.5","l","",""
"animation","379","244596","0.0-5.0-2.186","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","39","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":53},{""stimulus"":""img/green_lw/2.jpg"",""time"":102},{""stimulus"":""img/green_lw/3.jpg"",""time"":154},{""stimulus"":""img/green_lw/4.jpg"",""time"":205},{""stimulus"":""img/green_lw/5.jpg"",""time"":255},{""stimulus"":""img/green_lw/6.jpg"",""time"":305},{""stimulus"":""img/green_lw/7.jpg"",""time"":357},{""stimulus"":""img/green_lw/8.jpg"",""time"":407},{""stimulus"":""img/green_lw/9.jpg"",""time"":458},{""stimulus"":""img/green_lw/10.jpg"",""time"":509},{""stimulus"":""img/green_lw/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","380","244859","0.0-5.0-1.187","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","263","","","","choice","","img/green_lw/choose11.jpg","1","","38","green","0.5","0.5","0.5","w","",""
"animation","381","245469","0.0-5.0-2.187","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","38","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":51},{""stimulus"":""img/green_ww/2.jpg"",""time"":102},{""stimulus"":""img/green_ww/3.jpg"",""time"":154},{""stimulus"":""img/green_ww/4.jpg"",""time"":204},{""stimulus"":""img/green_ww/5.jpg"",""time"":255},{""stimulus"":""img/green_ww/6.jpg"",""time"":305},{""stimulus"":""img/green_ww/7.jpg"",""time"":356},{""stimulus"":""img/green_ww/8.jpg"",""time"":407},{""stimulus"":""img/green_ww/9.jpg"",""time"":457},{""stimulus"":""img/green_ww/10.jpg"",""time"":508},{""stimulus"":""img/green_ww/11.jpg"",""time"":559}]","[]"
"image-keyboard-response","382","245682","0.0-5.0-1.188","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","212","","","","choice","","img/green_ww/choose11.jpg","1","","37","green","0.5","0.5","0.5","l","",""
"animation","383","246294","0.0-5.0-2.188","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","37","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":53},{""stimulus"":""img/green_lw/2.jpg"",""time"":103},{""stimulus"":""img/green_lw/3.jpg"",""time"":154},{""stimulus"":""img/green_lw/4.jpg"",""time"":205},{""stimulus"":""img/green_lw/5.jpg"",""time"":255},{""stimulus"":""img/green_lw/6.jpg"",""time"":307},{""stimulus"":""img/green_lw/7.jpg"",""time"":356},{""stimulus"":""img/green_lw/8.jpg"",""time"":408},{""stimulus"":""img/green_lw/9.jpg"",""time"":459},{""stimulus"":""img/green_lw/10.jpg"",""time"":510},{""stimulus"":""img/green_lw/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","384","246523","0.0-5.0-1.189","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","228","","","","choice","","img/green_lw/choose11.jpg","1","","36","green","0.5","0.5","0.5","w","",""
"animation","385","247138","0.0-5.0-2.189","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","36","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":55},{""stimulus"":""img/green_ww/2.jpg"",""time"":106},{""stimulus"":""img/green_ww/3.jpg"",""time"":157},{""stimulus"":""img/green_ww/4.jpg"",""time"":207},{""stimulus"":""img/green_ww/5.jpg"",""time"":258},{""stimulus"":""img/green_ww/6.jpg"",""time"":310},{""stimulus"":""img/green_ww/7.jpg"",""time"":361},{""stimulus"":""img/green_ww/8.jpg"",""time"":411},{""stimulus"":""img/green_ww/9.jpg"",""time"":463},{""stimulus"":""img/green_ww/10.jpg"",""time"":513},{""stimulus"":""img/green_ww/11.jpg"",""time"":565}]","[]"
"image-keyboard-response","386","247347","0.0-5.0-1.190","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","207","","","","choice","","img/green_ww/choose11.jpg","1","","35","green","0.5","0.5","0.5","l","",""
"animation","387","247957","0.0-5.0-2.190","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","35","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":51},{""stimulus"":""img/green_lw/2.jpg"",""time"":102},{""stimulus"":""img/green_lw/3.jpg"",""time"":153},{""stimulus"":""img/green_lw/4.jpg"",""time"":204},{""stimulus"":""img/green_lw/5.jpg"",""time"":254},{""stimulus"":""img/green_lw/6.jpg"",""time"":306},{""stimulus"":""img/green_lw/7.jpg"",""time"":356},{""stimulus"":""img/green_lw/8.jpg"",""time"":408},{""stimulus"":""img/green_lw/9.jpg"",""time"":458},{""stimulus"":""img/green_lw/10.jpg"",""time"":508},{""stimulus"":""img/green_lw/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","388","248150","0.0-5.0-1.191","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","192","","","","choice","","img/green_lw/choose11.jpg","1","","34","green","0.5","0.5","0.5","l","",""
"animation","389","248759","0.0-5.0-2.191","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","34","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":51},{""stimulus"":""img/green_lw/2.jpg"",""time"":102},{""stimulus"":""img/green_lw/3.jpg"",""time"":152},{""stimulus"":""img/green_lw/4.jpg"",""time"":202},{""stimulus"":""img/green_lw/5.jpg"",""time"":253},{""stimulus"":""img/green_lw/6.jpg"",""time"":304},{""stimulus"":""img/green_lw/7.jpg"",""time"":355},{""stimulus"":""img/green_lw/8.jpg"",""time"":405},{""stimulus"":""img/green_lw/9.jpg"",""time"":457},{""stimulus"":""img/green_lw/10.jpg"",""time"":508},{""stimulus"":""img/green_lw/11.jpg"",""time"":558}]","[]"
"image-keyboard-response","390","248965","0.0-5.0-1.192","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","203","","","","choice","","img/green_lw/choose11.jpg","1","","33","green","0.5","0.5","0.5","w","",""
"animation","391","249576","0.0-5.0-2.192","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","33","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":51},{""stimulus"":""img/green_ww/2.jpg"",""time"":101},{""stimulus"":""img/green_ww/3.jpg"",""time"":151},{""stimulus"":""img/green_ww/4.jpg"",""time"":203},{""stimulus"":""img/green_ww/5.jpg"",""time"":253},{""stimulus"":""img/green_ww/6.jpg"",""time"":304},{""stimulus"":""img/green_ww/7.jpg"",""time"":355},{""stimulus"":""img/green_ww/8.jpg"",""time"":406},{""stimulus"":""img/green_ww/9.jpg"",""time"":457},{""stimulus"":""img/green_ww/10.jpg"",""time"":508},{""stimulus"":""img/green_ww/11.jpg"",""time"":559}]","[]"
"image-keyboard-response","392","249789","0.0-5.0-1.193","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","212","","","","choice","","img/green_ww/choose11.jpg","1","","32","green","0.5","0.5","0.5","l","",""
"animation","393","250399","0.0-5.0-2.193","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","32","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":50},{""stimulus"":""img/green_lw/2.jpg"",""time"":102},{""stimulus"":""img/green_lw/3.jpg"",""time"":152},{""stimulus"":""img/green_lw/4.jpg"",""time"":203},{""stimulus"":""img/green_lw/5.jpg"",""time"":253},{""stimulus"":""img/green_lw/6.jpg"",""time"":305},{""stimulus"":""img/green_lw/7.jpg"",""time"":355},{""stimulus"":""img/green_lw/8.jpg"",""time"":406},{""stimulus"":""img/green_lw/9.jpg"",""time"":456},{""stimulus"":""img/green_lw/10.jpg"",""time"":507},{""stimulus"":""img/green_lw/11.jpg"",""time"":557}]","[]"
"image-keyboard-response","394","250629","0.0-5.0-1.194","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","227","","","","choice","","img/green_lw/choose11.jpg","1","","31","green","0.5","0.5","0.5","l","",""
"animation","395","251242","0.0-5.0-2.194","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","31","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":51},{""stimulus"":""img/green_lw/2.jpg"",""time"":103},{""stimulus"":""img/green_lw/3.jpg"",""time"":154},{""stimulus"":""img/green_lw/4.jpg"",""time"":205},{""stimulus"":""img/green_lw/5.jpg"",""time"":256},{""stimulus"":""img/green_lw/6.jpg"",""time"":305},{""stimulus"":""img/green_lw/7.jpg"",""time"":356},{""stimulus"":""img/green_lw/8.jpg"",""time"":407},{""stimulus"":""img/green_lw/9.jpg"",""time"":459},{""stimulus"":""img/green_lw/10.jpg"",""time"":510},{""stimulus"":""img/green_lw/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","396","251509","0.0-5.0-1.195","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","266","","","","choice","","img/green_lw/choose11.jpg","1","","30","green","0.5","0.5","0.5","l","",""
"animation","397","252121","0.0-5.0-2.195","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","30","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":53},{""stimulus"":""img/green_lw/2.jpg"",""time"":104},{""stimulus"":""img/green_lw/3.jpg"",""time"":154},{""stimulus"":""img/green_lw/4.jpg"",""time"":207},{""stimulus"":""img/green_lw/5.jpg"",""time"":257},{""stimulus"":""img/green_lw/6.jpg"",""time"":307},{""stimulus"":""img/green_lw/7.jpg"",""time"":358},{""stimulus"":""img/green_lw/8.jpg"",""time"":408},{""stimulus"":""img/green_lw/9.jpg"",""time"":458},{""stimulus"":""img/green_lw/10.jpg"",""time"":510},{""stimulus"":""img/green_lw/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","398","252362","0.0-5.0-1.196","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","239","","","","choice","","img/green_lw/choose11.jpg","1","","29","green","0.5","0.5","0.5","w","",""
"animation","399","252975","0.0-5.0-2.196","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","29","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":52},{""stimulus"":""img/green_ww/2.jpg"",""time"":102},{""stimulus"":""img/green_ww/3.jpg"",""time"":152},{""stimulus"":""img/green_ww/4.jpg"",""time"":203},{""stimulus"":""img/green_ww/5.jpg"",""time"":255},{""stimulus"":""img/green_ww/6.jpg"",""time"":305},{""stimulus"":""img/green_ww/7.jpg"",""time"":356},{""stimulus"":""img/green_ww/8.jpg"",""time"":408},{""stimulus"":""img/green_ww/9.jpg"",""time"":459},{""stimulus"":""img/green_ww/10.jpg"",""time"":511},{""stimulus"":""img/green_ww/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","400","253189","0.0-5.0-1.197","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","212","","","","choice","","img/green_ww/choose11.jpg","1","","28","green","0.5","0.5","0.5","l","",""
"animation","401","253802","0.0-5.0-2.197","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","28","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":51},{""stimulus"":""img/green_lw/2.jpg"",""time"":102},{""stimulus"":""img/green_lw/3.jpg"",""time"":153},{""stimulus"":""img/green_lw/4.jpg"",""time"":205},{""stimulus"":""img/green_lw/5.jpg"",""time"":256},{""stimulus"":""img/green_lw/6.jpg"",""time"":307},{""stimulus"":""img/green_lw/7.jpg"",""time"":357},{""stimulus"":""img/green_lw/8.jpg"",""time"":408},{""stimulus"":""img/green_lw/9.jpg"",""time"":459},{""stimulus"":""img/green_lw/10.jpg"",""time"":511},{""stimulus"":""img/green_lw/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","402","254066","0.0-5.0-1.198","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","262","","","","choice","","img/green_lw/choose11.jpg","1","","27","green","0.5","0.5","0.5","w","",""
"animation","403","254677","0.0-5.0-2.198","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","27","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":52},{""stimulus"":""img/green_ww/2.jpg"",""time"":103},{""stimulus"":""img/green_ww/3.jpg"",""time"":153},{""stimulus"":""img/green_ww/4.jpg"",""time"":204},{""stimulus"":""img/green_ww/5.jpg"",""time"":255},{""stimulus"":""img/green_ww/6.jpg"",""time"":305},{""stimulus"":""img/green_ww/7.jpg"",""time"":356},{""stimulus"":""img/green_ww/8.jpg"",""time"":407},{""stimulus"":""img/green_ww/9.jpg"",""time"":458},{""stimulus"":""img/green_ww/10.jpg"",""time"":509},{""stimulus"":""img/green_ww/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","404","254908","0.0-5.0-1.199","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","229","","","","choice","","img/green_ww/choose11.jpg","1","","26","green","0.5","0.5","0.5","l","",""
"animation","405","255519","0.0-5.0-2.199","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","26","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":53},{""stimulus"":""img/green_lw/2.jpg"",""time"":103},{""stimulus"":""img/green_lw/3.jpg"",""time"":153},{""stimulus"":""img/green_lw/4.jpg"",""time"":205},{""stimulus"":""img/green_lw/5.jpg"",""time"":255},{""stimulus"":""img/green_lw/6.jpg"",""time"":306},{""stimulus"":""img/green_lw/7.jpg"",""time"":358},{""stimulus"":""img/green_lw/8.jpg"",""time"":408},{""stimulus"":""img/green_lw/9.jpg"",""time"":459},{""stimulus"":""img/green_lw/10.jpg"",""time"":509},{""stimulus"":""img/green_lw/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","406","255805","0.0-5.0-1.200","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","283","","","","choice","","img/green_lw/choose11.jpg","1","","25","green","0.5","0.5","0.5","w","",""
"animation","407","256418","0.0-5.0-2.200","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","25","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":52},{""stimulus"":""img/green_ww/2.jpg"",""time"":102},{""stimulus"":""img/green_ww/3.jpg"",""time"":154},{""stimulus"":""img/green_ww/4.jpg"",""time"":206},{""stimulus"":""img/green_ww/5.jpg"",""time"":256},{""stimulus"":""img/green_ww/6.jpg"",""time"":307},{""stimulus"":""img/green_ww/7.jpg"",""time"":359},{""stimulus"":""img/green_ww/8.jpg"",""time"":410},{""stimulus"":""img/green_ww/9.jpg"",""time"":460},{""stimulus"":""img/green_ww/10.jpg"",""time"":511},{""stimulus"":""img/green_ww/11.jpg"",""time"":562}]","[]"
"image-keyboard-response","408","256659","0.0-5.0-1.201","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","240","","","","choice","","img/green_ww/choose11.jpg","1","","24","green","0.5","0.5","0.5","w","",""
"animation","409","257273","0.0-5.0-2.201","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","24","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":53},{""stimulus"":""img/green_ww/2.jpg"",""time"":102},{""stimulus"":""img/green_ww/3.jpg"",""time"":152},{""stimulus"":""img/green_ww/4.jpg"",""time"":203},{""stimulus"":""img/green_ww/5.jpg"",""time"":254},{""stimulus"":""img/green_ww/6.jpg"",""time"":306},{""stimulus"":""img/green_ww/7.jpg"",""time"":357},{""stimulus"":""img/green_ww/8.jpg"",""time"":407},{""stimulus"":""img/green_ww/9.jpg"",""time"":458},{""stimulus"":""img/green_ww/10.jpg"",""time"":509},{""stimulus"":""img/green_ww/11.jpg"",""time"":562}]","[]"
"image-keyboard-response","410","257476","0.0-5.0-1.202","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","202","","","","choice","","img/green_ww/choose11.jpg","1","","23","green","0.5","0.5","0.5","l","",""
"animation","411","258087","0.0-5.0-2.202","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","23","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":51},{""stimulus"":""img/green_lw/2.jpg"",""time"":102},{""stimulus"":""img/green_lw/3.jpg"",""time"":153},{""stimulus"":""img/green_lw/4.jpg"",""time"":205},{""stimulus"":""img/green_lw/5.jpg"",""time"":255},{""stimulus"":""img/green_lw/6.jpg"",""time"":305},{""stimulus"":""img/green_lw/7.jpg"",""time"":356},{""stimulus"":""img/green_lw/8.jpg"",""time"":408},{""stimulus"":""img/green_lw/9.jpg"",""time"":459},{""stimulus"":""img/green_lw/10.jpg"",""time"":509},{""stimulus"":""img/green_lw/11.jpg"",""time"":559}]","[]"
"image-keyboard-response","412","258261","0.0-5.0-1.203","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","172","","","","choice","","img/green_lw/choose11.jpg","1","","22","green","0.5","0.5","0.5","l","",""
"animation","413","258871","0.0-5.0-2.203","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","22","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":53},{""stimulus"":""img/green_lw/2.jpg"",""time"":103},{""stimulus"":""img/green_lw/3.jpg"",""time"":154},{""stimulus"":""img/green_lw/4.jpg"",""time"":204},{""stimulus"":""img/green_lw/5.jpg"",""time"":254},{""stimulus"":""img/green_lw/6.jpg"",""time"":306},{""stimulus"":""img/green_lw/7.jpg"",""time"":357},{""stimulus"":""img/green_lw/8.jpg"",""time"":408},{""stimulus"":""img/green_lw/9.jpg"",""time"":459},{""stimulus"":""img/green_lw/10.jpg"",""time"":510},{""stimulus"":""img/green_lw/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","414","259204","0.0-5.0-1.204","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","332","","","","choice","","img/green_lw/choose11.jpg","1","","21","green","0.5","0.5","0.5","l","",""
"animation","415","259816","0.0-5.0-2.204","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","21","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":51},{""stimulus"":""img/green_lw/2.jpg"",""time"":101},{""stimulus"":""img/green_lw/3.jpg"",""time"":153},{""stimulus"":""img/green_lw/4.jpg"",""time"":203},{""stimulus"":""img/green_lw/5.jpg"",""time"":254},{""stimulus"":""img/green_lw/6.jpg"",""time"":305},{""stimulus"":""img/green_lw/7.jpg"",""time"":357},{""stimulus"":""img/green_lw/8.jpg"",""time"":407},{""stimulus"":""img/green_lw/9.jpg"",""time"":458},{""stimulus"":""img/green_lw/10.jpg"",""time"":510},{""stimulus"":""img/green_lw/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","416","260140","0.0-5.0-1.205","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","323","","","","choice","","img/green_lw/choose11.jpg","1","","20","green","0.5","0.5","0.5","w","",""
"animation","417","260750","0.0-5.0-2.205","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","","","","","","","","","","20","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":52},{""stimulus"":""img/green_ww/2.jpg"",""time"":103},{""stimulus"":""img/green_ww/3.jpg"",""time"":152},{""stimulus"":""img/green_ww/4.jpg"",""time"":204},{""stimulus"":""img/green_ww/5.jpg"",""time"":254},{""stimulus"":""img/green_ww/6.jpg"",""time"":305},{""stimulus"":""img/green_ww/7.jpg"",""time"":356},{""stimulus"":""img/green_ww/8.jpg"",""time"":406},{""stimulus"":""img/green_ww/9.jpg"",""time"":457},{""stimulus"":""img/green_ww/10.jpg"",""time"":507},{""stimulus"":""img/green_ww/11.jpg"",""time"":559}]","[]"
"image-keyboard-response","418","262083","0.0-5.0-1.206","63ea4e8c0e9a66f5843ed4ac","bdp_lott","Sat Mar 25 2023 22:23:00 GMT-0400 (Eastern Daylight Time)","279709","red","green","","1331","","","","choice","","img/green_ww/choose11.jpg","2","","19","red","0.5","0.5","0.5","w","",""
